id,domain,title,source,source_rank,source_id,source_item_url,artist,selection_group,metadata_year,popularity,length_group,q25_score,g3_score,q38_score,g4_score,consensus_score,selection_split
songs_supermassive_black_hole,songs,Supermassive Black Hole,ListenBrainz all-time recordings / MusicBrainz,171,ff1e3e1a-f6e8-4692-b426-355880383bb6,https://musicbrainz.org/recording/ff1e3e1a-f6e8-4692-b426-355880383bb6,Muse,9c9f1380-2516-4fc9-a3e6-f9f61941d090,2006,146888,medium,80,85,95,85,86.25,final
songs_highway_to_hell,songs,Highway to Hell,ListenBrainz all-time recordings / MusicBrainz,352,9768b10e-39f5-4371-9c62-e940eedd4a3d,https://musicbrainz.org/recording/9768b10e-39f5-4371-9c62-e940eedd4a3d,AC/DC,66c662b6-6e2f-4930-8610-912e24c63ed1,1985,114062,medium,75,90,95,85,86.25,final
songs_money_trees,songs,Money Trees,ListenBrainz all-time recordings / MusicBrainz,373,c294757b-0430-4eb4-ae7a-6abcffb87405,https://musicbrainz.org/recording/c294757b-0430-4eb4-ae7a-6abcffb87405,Kendrick Lamar featuring Jay Rock,381086ea-f511-4aba-bdf9-71c753dc5077,2012,111138,medium,80,85,95,85,86.25,final
songs_paper_planes,songs,Paper Planes,ListenBrainz all-time recordings / MusicBrainz,416,09f03130-4b30-46d8-a2cd-81f8ef9bb97b,https://musicbrainz.org/recording/09f03130-4b30-46d8-a2cd-81f8ef9bb97b,M.I.A.,7cf0ea9d-86b9-4dad-ba9e-2355a64899ea,2007,105552,medium,70,90,95,90,86.25,final
songs_black_hole_sun,songs,Black Hole Sun,ListenBrainz all-time recordings / MusicBrainz,200,14e9b000-b3d8-453f-abb9-26fbdecf3dbc,https://musicbrainz.org/recording/14e9b000-b3d8-453f-abb9-26fbdecf3dbc,Soundgarden,153c9281-268f-4cf3-8938-f5a4593e5df4,1994,140601,medium,70,90,95,85,85.00,final
songs_heartshaped_box,songs,Heart‐Shaped Box,ListenBrainz all-time recordings / MusicBrainz,208,f16627cc-e681-45e7-b82a-b64a60f48f99,https://musicbrainz.org/recording/f16627cc-e681-45e7-b82a-b64a60f48f99,Nirvana,5b11f4ce-a62d-471e-81fc-a69a8278c7da,1993,138519,medium,70,85,95,90,85.00,final
songs_paint_it_black,songs,Paint It Black,ListenBrainz all-time recordings / MusicBrainz,213,c6ddba3b-a1a4-40a5-b686-b040ba536f24,https://musicbrainz.org/recording/c6ddba3b-a1a4-40a5-b686-b040ba536f24,The Rolling Stones,b071f9fa-14b0-4217-8e97-eb41da73f598,1986,137383,medium,70,90,95,85,85.00,final
songs_poker_face,songs,Poker Face,ListenBrainz all-time recordings / MusicBrainz,337,ce3a5a96-e755-4742-9f20-2578600daa4c,https://musicbrainz.org/recording/ce3a5a96-e755-4742-9f20-2578600daa4c,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,2008,115880,medium,70,90,95,85,85.00,final
songs_welcome_to_the_jungle,songs,Welcome to the Jungle,ListenBrainz all-time recordings / MusicBrainz,358,e753cdd1-6e64-4879-8a40-c46744a897b7,https://musicbrainz.org/recording/e753cdd1-6e64-4879-8a40-c46744a897b7,Guns N’ Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43,1987,113448,long,70,90,95,85,85.00,final
songs_silver_spoon,songs,Silver Spoon,ListenBrainz all-time recordings / MusicBrainz,437,10f1aa59-486b-4298-a4d4-86dbd93aad62,https://musicbrainz.org/recording/10f1aa59-486b-4298-a4d4-86dbd93aad62,KISS,e1f1e33e-2e4c-4d43-b91b-7064068d3283,1989,103416,medium,75,85,95,85,85.00,final
songs_hotel_california,songs,Hotel California,ListenBrainz all-time recordings / MusicBrainz,159,40bd0203-bc3f-4b15-9ab3-ceeb2ef35d7a,https://musicbrainz.org/recording/40bd0203-bc3f-4b15-9ab3-ceeb2ef35d7a,Eagles,f46bd570-5768-462e-b84c-c7c993bbf47e,1984,150047,medium,70,85,95,85,83.75,final
songs_papercut,songs,Papercut,ListenBrainz all-time recordings / MusicBrainz,228,9aa621e1-46f2-4c91-8111-741583985612,https://musicbrainz.org/recording/9aa621e1-46f2-4c91-8111-741583985612,Linkin Park,f59c5520-5f46-4d2c-b2c4-822eabf53419,2000,135316,short,70,85,95,85,83.75,final
songs_space_oddity,songs,Space Oddity,ListenBrainz all-time recordings / MusicBrainz,363,84649f3b-6da6-4da6-8e33-a7a990b69516,https://musicbrainz.org/recording/84649f3b-6da6-4da6-8e33-a7a990b69516,David Bowie,5441c29d-3602-4898-b1a1-b77fa23b8e50,1984,113138,medium,70,85,95,85,83.75,final
songs_airbag,songs,Airbag,ListenBrainz all-time recordings / MusicBrainz,468,4a7fea2e-545b-4c63-bc9a-9943cc3a29d7,https://musicbrainz.org/recording/4a7fea2e-545b-4c63-bc9a-9943cc3a29d7,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,1997,100533,short,70,85,95,85,83.75,final
songs_dancing_queen,songs,Dancing Queen,ListenBrainz all-time recordings / MusicBrainz,496,a502f559-f70c-4e0d-a5e5-e0cc319d0bd7,https://musicbrainz.org/recording/a502f559-f70c-4e0d-a5e5-e0cc319d0bd7,ABBA,d87e52c5-bb8d-4da8-b941-9f4928627dc8,1984,98079,medium,80,90,95,70,83.75,final
songs_africa,songs,Africa,ListenBrainz all-time recordings / MusicBrainz,119,55dc4892-b5ae-4bd7-9e98-2a0d4dd53cbc,https://musicbrainz.org/recording/55dc4892-b5ae-4bd7-9e98-2a0d4dd53cbc,Toto,aab5c954-cabe-432e-899e-1c4f99757327,1982,162610,short,80,85,95,70,82.50,final
songs_old_town_road,songs,Old Town Road,ListenBrainz all-time recordings / MusicBrainz,350,4d1bb5a1-14ba-438d-b96d-070704f400f5,https://musicbrainz.org/recording/4d1bb5a1-14ba-438d-b96d-070704f400f5,Lil Nas X,0b30341b-b59d-4979-8130-b66c0e475321,2018,114139,medium,75,90,95,70,82.50,final
songs_kryptonite,songs,Kryptonite,ListenBrainz all-time recordings / MusicBrainz,495,9c2cf3ee-ea81-4192-b626-12791c70fff5,https://musicbrainz.org/recording/9c2cf3ee-ea81-4192-b626-12791c70fff5,3 Doors Down,2386cd66-e923-4e8e-bf14-2eebe2e9b973,2000,98119,short,70,85,90,85,82.50,final
songs_sweater_weather,songs,Sweater Weather,ListenBrainz all-time recordings / MusicBrainz,154,4e9f954e-df92-40d9-b68d-8abcd4eae4da,https://musicbrainz.org/recording/4e9f954e-df92-40d9-b68d-8abcd4eae4da,The Neighbourhood,97b8d224-5660-419c-8dff-4b3bf0c33983,2013,150761,medium,75,85,95,70,81.25,final
movies_titanic,movies,Titanic,IMDb non-commercial datasets,36,tt0120338,https://www.imdb.com/title/tt0120338/,,,1997,1408133,short,90,95,100,100,96.25,final
movies_the_lion_king,movies,The Lion King,IMDb non-commercial datasets,48,tt0110357,https://www.imdb.com/title/tt0110357/,,,1994,1273369,medium,90,95,100,100,96.25,final
movies_spider_man,movies,Spider-Man,IMDb non-commercial datasets,90,tt0145487,https://www.imdb.com/title/tt0145487/,,,2002,990529,short,90,95,100,100,96.25,final
movies_shrek,movies,Shrek,IMDb non-commercial datasets,152,tt0126029,https://www.imdb.com/title/tt0126029/,,,2001,818958,short,90,95,95,100,95.00,final
movies_jaws,movies,Jaws,IMDb non-commercial datasets,194,tt0073195,https://www.imdb.com/title/tt0073195/,,,1975,747443,short,90,95,100,95,95.00,final
movies_jurassic_park,movies,Jurassic Park,IMDb non-commercial datasets,61,tt0107290,https://www.imdb.com/title/tt0107290/,,,1993,1194462,medium,85,95,100,95,93.75,final
movies_black_panther,movies,Black Panther,IMDb non-commercial datasets,116,tt1825683,https://www.imdb.com/title/tt1825683/,,,2018,922204,medium,90,95,95,95,93.75,final
movies_walle,movies,WALL·E,IMDb non-commercial datasets,43,tt0910970,https://www.imdb.com/title/tt0910970/,,,2008,1337058,short,80,95,95,100,92.50,final
movies_up,movies,Up,IMDb non-commercial datasets,52,tt1049413,https://www.imdb.com/title/tt1049413/,,,2009,1251507,short,80,95,95,100,92.50,final
movies_finding_nemo,movies,Finding Nemo,IMDb non-commercial datasets,57,tt0266543,https://www.imdb.com/title/tt0266543/,,,2003,1221462,medium,85,95,95,95,92.50,final
movies_wonder_woman,movies,Wonder Woman,IMDb non-commercial datasets,195,tt0451279,https://www.imdb.com/title/tt0451279/,,,2017,739928,medium,85,95,95,95,92.50,final
movies_kung_fu_panda,movies,Kung Fu Panda,IMDb non-commercial datasets,287,tt0441773,https://www.imdb.com/title/tt0441773/,,,2008,588169,medium,85,90,95,100,92.50,final
movies_star_wars_episode_iv_a_new_hope,movies,Star Wars: Episode IV - A New Hope,IMDb non-commercial datasets,26,tt0076759,https://www.imdb.com/title/tt0076759/,,,1977,1584281,long,85,90,95,95,91.25,final
movies_v_for_vendetta,movies,V for Vendetta,IMDb non-commercial datasets,51,tt0434409,https://www.imdb.com/title/tt0434409/,,,2005,1253882,medium,80,90,95,100,91.25,final
movies_toy_story,movies,Toy Story,IMDb non-commercial datasets,62,tt0114709,https://www.imdb.com/title/tt0114709/,,,1995,1194277,medium,85,95,95,90,91.25,final
movies_thor,movies,Thor,IMDb non-commercial datasets,99,tt0800369,https://www.imdb.com/title/tt0800369/,,,2011,979224,short,80,95,95,95,91.25,final
movies_spider_man_into_the_spider_verse,movies,Spider-Man: Into the Spider-Verse,IMDb non-commercial datasets,155,tt4633694,https://www.imdb.com/title/tt4633694/,,,2018,810331,long,85,90,95,95,91.25,final
movies_spider_man_2,movies,Spider-Man 2,IMDb non-commercial datasets,156,tt0316654,https://www.imdb.com/title/tt0316654/,,,2004,803372,medium,85,90,95,95,91.25,final
movies_the_incredible_hulk,movies,The Incredible Hulk,IMDb non-commercial datasets,301,tt0800080,https://www.imdb.com/title/tt0800080/,,,2008,574155,medium,85,90,95,95,91.25,final
movies_the_godfather,movies,The Godfather,IMDb non-commercial datasets,9,tt0068646,https://www.imdb.com/title/tt0068646/,,,1972,2248610,medium,80,95,95,90,90.00,final
movies_the_avengers,movies,The Avengers,IMDb non-commercial datasets,28,tt0848228,https://www.imdb.com/title/tt0848228/,,,2012,1576475,medium,85,90,95,90,90.00,final
movies_back_to_the_future,movies,Back to the Future,IMDb non-commercial datasets,34,tt0088763,https://www.imdb.com/title/tt0088763/,,,1985,1470190,long,80,90,95,95,90.00,final
movies_deadpool,movies,Deadpool,IMDb non-commercial datasets,49,tt1431045,https://www.imdb.com/title/tt1431045/,,,2016,1267540,short,80,90,95,95,90.00,final
movies_star_wars_episode_vi_return_of_the_jedi,movies,Star Wars: Episode VI - Return of the Jedi,IMDb non-commercial datasets,58,tt0086190,https://www.imdb.com/title/tt0086190/,,,1983,1220784,long,85,90,95,90,90.00,final
movies_raiders_of_the_lost_ark,movies,Raiders of the Lost Ark,IMDb non-commercial datasets,71,tt0082971,https://www.imdb.com/title/tt0082971/,,,1981,1118308,long,85,90,95,90,90.00,final
movies_harry_potter_and_the_sorcerer_s_stone,movies,Harry Potter and the Sorcerer's Stone,IMDb non-commercial datasets,101,tt0241527,https://www.imdb.com/title/tt0241527/,,,2001,962225,long,80,90,95,95,90.00,final
movies_ratatouille,movies,Ratatouille,IMDb non-commercial datasets,102,tt0382932,https://www.imdb.com/title/tt0382932/,,,2007,961358,short,80,90,95,95,90.00,final
movies_the_amazing_spider_man,movies,The Amazing Spider-Man,IMDb non-commercial datasets,167,tt0948470,https://www.imdb.com/title/tt0948470/,,,2012,783069,medium,80,90,95,95,90.00,final
movies_jurassic_world,movies,Jurassic World,IMDb non-commercial datasets,197,tt0369610,https://www.imdb.com/title/tt0369610/,,,2015,735923,medium,85,90,95,90,90.00,final
movies_transformers,movies,Transformers,IMDb non-commercial datasets,203,tt0418279,https://www.imdb.com/title/tt0418279/,,,2007,724537,short,85,90,95,90,90.00,final
bands_kiss,bands,KISS,ListenBrainz all-time artists / MusicBrainz,306,e1f1e33e-2e4c-4d43-b91b-7064068d3283,https://musicbrainz.org/artist/e1f1e33e-2e4c-4d43-b91b-7064068d3283,,,1973,519806,short,100,95,95,90,95.00,final
bands_the_beatles,bands,The Beatles,ListenBrainz all-time artists / MusicBrainz,3,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,https://musicbrainz.org/artist/b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,,,1960,2608678,medium,90,95,100,90,93.75,final
bands_daft_punk,bands,Daft Punk,ListenBrainz all-time artists / MusicBrainz,2,056e4f3e-d505-4dad-8ec1-d04f521cbb56,https://musicbrainz.org/artist/056e4f3e-d505-4dad-8ec1-d04f521cbb56,,,1993,2613498,medium,80,95,95,100,92.50,final
bands_slipknot,bands,Slipknot,ListenBrainz all-time artists / MusicBrainz,68,a466c2a2-6517-42fb-a160-1087c3bafd9f,https://musicbrainz.org/artist/a466c2a2-6517-42fb-a160-1087c3bafd9f,,,1995,1059861,short,80,95,95,90,90.00,final
bands_the_white_stripes,bands,The White Stripes,ListenBrainz all-time artists / MusicBrainz,72,11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5,https://musicbrainz.org/artist/11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5,,,1997,1039608,medium,80,95,95,90,90.00,final
bands_pink_floyd,bands,Pink Floyd,ListenBrainz all-time artists / MusicBrainz,7,83d91898-7763-47d7-b03b-b92132375c47,https://musicbrainz.org/artist/83d91898-7763-47d7-b03b-b92132375c47,,,1965,2337718,medium,80,90,95,90,88.75,final
bands_iron_maiden,bands,Iron Maiden,ListenBrainz all-time artists / MusicBrainz,69,ca891d65-d9b0-4258-89f7-e6ba29d83767,https://musicbrainz.org/artist/ca891d65-d9b0-4258-89f7-e6ba29d83767,,,1975,1059562,medium,80,90,95,90,88.75,final
bands_cake,bands,CAKE,ListenBrainz all-time artists / MusicBrainz,361,fa7b9055-3703-473a-8a09-adf2fe031a24,https://musicbrainz.org/artist/fa7b9055-3703-473a-8a09-adf2fe031a24,,,1992,470961,short,70,90,95,100,88.75,final
bands_wutang_clan,bands,Wu‐Tang Clan,ListenBrainz all-time artists / MusicBrainz,412,0febdcf7-4e1f-4661-9493-b40427de2c13,https://musicbrainz.org/artist/0febdcf7-4e1f-4661-9493-b40427de2c13,,,1992,428663,medium,80,85,95,95,88.75,final
bands_the_rolling_stones,bands,The Rolling Stones,ListenBrainz all-time artists / MusicBrainz,35,b071f9fa-14b0-4217-8e97-eb41da73f598,https://musicbrainz.org/artist/b071f9fa-14b0-4217-8e97-eb41da73f598,,,1962,1351703,medium,80,90,95,85,87.50,final
bands_the_beach_boys,bands,The Beach Boys,ListenBrainz all-time artists / MusicBrainz,117,ebfc1398-8d96-47e3-82c3-f782abcdb13d,https://musicbrainz.org/artist/ebfc1398-8d96-47e3-82c3-f782abcdb13d,,,1961,847665,medium,80,90,95,85,87.50,final
bands_motorhead,bands,Motörhead,ListenBrainz all-time artists / MusicBrainz,291,57961a97-3796-4bf7-9f02-a985a8979ae9,https://musicbrainz.org/artist/57961a97-3796-4bf7-9f02-a985a8979ae9,,,1975,537624,short,80,90,95,85,87.50,final
bands_scorpions,bands,Scorpions,ListenBrainz all-time artists / MusicBrainz,353,c3cceeed-3332-4cf0-8c4c-bbde425147b6,https://musicbrainz.org/artist/c3cceeed-3332-4cf0-8c4c-bbde425147b6,,,1965,474582,short,80,90,95,85,87.50,final
bands_spoon,bands,Spoon,ListenBrainz all-time artists / MusicBrainz,416,84eac621-1c5a-49a1-9500-555099c6e184,https://musicbrainz.org/artist/84eac621-1c5a-49a1-9500-555099c6e184,,,1994,424653,short,70,85,95,100,87.50,final
bands_earth_wind_fire,bands,"Earth, Wind & Fire",ListenBrainz all-time artists / MusicBrainz,506,535afeda-2538-435d-9dd1-5e10be586774,https://musicbrainz.org/artist/535afeda-2538-435d-9dd1-5e10be586774,,,1969,379221,long,80,90,95,85,87.50,final
bands_gorillaz,bands,Gorillaz,ListenBrainz all-time artists / MusicBrainz,8,e21857d5-3256-4547-afb3-4b6ded592596,https://musicbrainz.org/artist/e21857d5-3256-4547-afb3-4b6ded592596,,,1999,2203134,short,70,90,95,90,86.25,final
bands_metallica,bands,Metallica,ListenBrainz all-time artists / MusicBrainz,18,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,https://musicbrainz.org/artist/65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,,,1981,1860943,short,80,90,95,80,86.25,final
bands_ac_dc,bands,AC/DC,ListenBrainz all-time artists / MusicBrainz,55,66c662b6-6e2f-4930-8610-912e24c63ed1,https://musicbrainz.org/artist/66c662b6-6e2f-4930-8610-912e24c63ed1,,,1973,1169480,short,80,90,95,80,86.25,final
bands_guns_n_roses,bands,Guns N’ Roses,ListenBrainz all-time artists / MusicBrainz,90,eeb1195b-f213-4ce1-b28c-8565211f8e43,https://musicbrainz.org/artist/eeb1195b-f213-4ce1-b28c-8565211f8e43,,,1985,961687,medium,70,90,95,90,86.25,final
bands_zz_top,bands,ZZ Top,ListenBrainz all-time artists / MusicBrainz,476,a81259a0-a2f5-464b-866e-71220f2739f1,https://musicbrainz.org/artist/a81259a0-a2f5-464b-866e-71220f2739f1,,,1969,392253,medium,70,90,95,90,86.25,final
bands_rammstein,bands,Rammstein,ListenBrainz all-time artists / MusicBrainz,47,b2d122f9-eadb-4930-a196-8f221eeb0c66,https://musicbrainz.org/artist/b2d122f9-eadb-4930-a196-8f221eeb0c66,,,1994,1216312,short,70,90,95,85,85.00,final
bands_bob_marley_the_wailers,bands,Bob Marley & The Wailers,ListenBrainz all-time artists / MusicBrainz,165,c296e10c-110a-4103-9e77-47bfebb7fb2e,https://musicbrainz.org/artist/c296e10c-110a-4103-9e77-47bfebb7fb2e,,,1970,724135,long,70,90,95,85,85.00,final
bands_pendulum,bands,Pendulum,ListenBrainz all-time artists / MusicBrainz,218,beff21d3-88c7-4ee0-8b7a-40b6db22c6d7,https://musicbrainz.org/artist/beff21d3-88c7-4ee0-8b7a-40b6db22c6d7,,,2002,635921,short,70,90,95,85,85.00,final
bands_nine_inch_nails,bands,Nine Inch Nails,ListenBrainz all-time artists / MusicBrainz,33,b7ffd2af-418f-4be2-bdd1-22f8b48613da,https://musicbrainz.org/artist/b7ffd2af-418f-4be2-bdd1-22f8b48613da,,,1988,1393865,medium,70,85,95,85,83.75,final
bands_the_doors,bands,The Doors,ListenBrainz all-time artists / MusicBrainz,91,9efff43b-3b29-4082-824e-bc82f646f93d,https://musicbrainz.org/artist/9efff43b-3b29-4082-824e-bc82f646f93d,,,1965,960222,medium,70,90,95,80,83.75,final
bands_marilyn_manson,bands,Marilyn Manson,ListenBrainz all-time artists / MusicBrainz,144,5dfdca28-9ddc-4853-933c-8bc97d87beec,https://musicbrainz.org/artist/5dfdca28-9ddc-4853-933c-8bc97d87beec,,,1989,757371,medium,70,95,95,70,82.50,final
bands_cage_the_elephant,bands,Cage the Elephant,ListenBrainz all-time artists / MusicBrainz,207,b41b38d4-ef3e-4f37-8c75-cfe9af999696,https://musicbrainz.org/artist/b41b38d4-ef3e-4f37-8c75-cfe9af999696,,,2006,653215,medium,70,85,90,85,82.50,final
bands_black_sabbath,bands,Black Sabbath,ListenBrainz all-time artists / MusicBrainz,54,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,https://musicbrainz.org/artist/5182c1d9-c7d2-4dad-afa0-ccfeada921a8,,,1968,1173245,medium,70,90,95,70,81.25,final
bands_ramones,bands,Ramones,ListenBrainz all-time artists / MusicBrainz,293,d6ed7887-a401-47a8-893c-34b967444d26,https://musicbrainz.org/artist/d6ed7887-a401-47a8-893c-34b967444d26,,,1974,534337,short,70,90,95,70,81.25,final
bands_swans,bands,Swans,ListenBrainz all-time artists / MusicBrainz,424,3285dc48-9505-469d-ad8a-bdf2d3dba632,https://musicbrainz.org/artist/3285dc48-9505-469d-ad8a-bdf2d3dba632,,,1982,417916,short,70,90,95,70,81.25,final
